Local_time,Unit,RunNumber,StartTime,MWSEL
2026-01-01 00:34:00+00:00,U1,1,2026-01-01 00:00:00+00:00,10.28
2026-01-01 00:35:00+00:00,U1,1,2026-01-01 00:00:00+00:00,12.74
2026-01-01 00:36:00+00:00,U1,1,2026-01-01 00:00:00+00:00,14.86
2026-01-01 00:37:00+00:00,U1,1,2026-01-01 00:00:00+00:00,17.48
2026-01-01 00:38:00+00:00,U1,1,2026-01-01 00:00:00+00:00,19.91
2026-01-01 00:39:00+00:00,U1,1,2026-01-01 00:00:00+00:00,21.81
2026-01-01 00:40:00+00:00,U1,1,2026-01-01 00:00:00+00:00,27.13
2026-01-01 00:41:00+00:00,U1,1,2026-01-01 00:00:00+00:00,33.93
2026-01-01 00:42:00+00:00,U1,1,2026-01-01 00:00:00+00:00,41.58
2026-01-01 00:43:00+00:00,U1,1,2026-01-01 00:00:00+00:00,48.65
2026-01-01 00:44:00+00:00,U1,1,2026-01-01 00:00:00+00:00,58.74
2026-01-01 00:45:00+00:00,U1,1,2026-01-01 00:00:00+00:00,61.97
2026-01-01 00:46:00+00:00,U1,1,2026-01-01 00:00:00+00:00,69.64
2026-01-01 00:47:00+00:00,U1,1,2026-01-01 00:00:00+00:00,70.39
2026-01-01 00:48:00+00:00,U1,1,2026-01-01 00:00:00+00:00,73.4
2026-01-01 00:49:00+00:00,U1,1,2026-01-01 00:00:00+00:00,81.41
2026-01-01 00:50:00+00:00,U1,1,2026-01-01 00:00:00+00:00,93.59
2026-01-01 00:51:00+00:00,U1,1,2026-01-01 00:00:00+00:00,93.29
2026-01-01 00:52:00+00:00,U1,1,2026-01-01 00:00:00+00:00,99.93
2026-01-01 00:53:00+00:00,U1,1,2026-01-01 00:00:00+00:00,108.09
2026-01-01 00:54:00+00:00,U1,1,2026-01-01 00:00:00+00:00,110.61
2026-01-01 00:55:00+00:00,U1,1,2026-01-01 00:00:00+00:00,124.31
2026-01-01 00:56:00+00:00,U1,1,2026-01-01 00:00:00+00:00,137.59
2026-01-01 00:57:00+00:00,U1,1,2026-01-01 00:00:00+00:00,159.42
2026-01-01 00:58:00+00:00,U1,1,2026-01-01 00:00:00+00:00,162.23
2026-01-01 00:59:00+00:00,U1,1,2026-01-01 00:00:00+00:00,159.94
2026-01-01 01:00:00+00:00,U1,1,2026-01-01 00:00:00+00:00,135.95
2026-01-01 01:01:00+00:00,U1,1,2026-01-01 00:00:00+00:00,121.33
2026-01-01 01:02:00+00:00,U1,1,2026-01-01 00:00:00+00:00,101.39
2026-01-01 01:03:00+00:00,U1,1,2026-01-01 00:00:00+00:00,100.96
2026-01-01 01:04:00+00:00,U1,1,2026-01-01 00:00:00+00:00,95.19
2026-01-01 01:05:00+00:00,U1,1,2026-01-01 00:00:00+00:00,82.41
2026-01-01 01:06:00+00:00,U1,1,2026-01-01 00:00:00+00:00,80.83
2026-01-01 01:07:00+00:00,U1,1,2026-01-01 00:00:00+00:00,71.47
2026-01-01 01:08:00+00:00,U1,1,2026-01-01 00:00:00+00:00,71.29
2026-01-01 01:09:00+00:00,U1,1,2026-01-01 00:00:00+00:00,59.5
2026-01-01 01:10:00+00:00,U1,1,2026-01-01 00:00:00+00:00,59.0
2026-01-01 01:11:00+00:00,U1,1,2026-01-01 00:00:00+00:00,49.04
2026-01-01 01:12:00+00:00,U1,1,2026-01-01 00:00:00+00:00,47.0
2026-01-01 01:13:00+00:00,U1,1,2026-01-01 00:00:00+00:00,41.99
2026-01-01 01:14:00+00:00,U1,1,2026-01-01 00:00:00+00:00,40.97
2026-01-01 01:15:00+00:00,U1,1,2026-01-01 00:00:00+00:00,34.93
2026-01-01 01:16:00+00:00,U1,1,2026-01-01 00:00:00+00:00,28.45
2026-01-01 01:17:00+00:00,U1,1,2026-01-01 00:00:00+00:00,22.38
2026-01-01 01:18:00+00:00,U1,1,2026-01-01 00:00:00+00:00,18.49
2026-01-01 01:19:00+00:00,U1,1,2026-01-01 00:00:00+00:00,15.21
2026-01-01 01:20:00+00:00,U1,1,2026-01-01 00:00:00+00:00,11.45
2026-01-01 01:21:00+00:00,U1,1,2026-01-01 00:00:00+00:00,9.23
2026-01-01 01:22:00+00:00,U1,1,2026-01-01 00:00:00+00:00,5.58
2026-01-01 01:23:00+00:00,U1,1,2026-01-01 00:00:00+00:00,2.29
2026-01-01 01:24:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.12
2026-01-01 01:25:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.43
2026-01-01 01:26:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.0
2026-01-01 01:27:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.08
2026-01-01 01:28:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.18
2026-01-01 01:29:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.28
2026-01-01 01:30:00+00:00,U1,1,2026-01-01 00:00:00+00:00,1.49
2026-01-01 01:31:00+00:00,U1,1,2026-01-01 00:00:00+00:00,2.45
2026-01-01 01:32:00+00:00,U1,1,2026-01-01 00:00:00+00:00,4.57
2026-01-01 01:33:00+00:00,U1,1,2026-01-01 00:00:00+00:00,6.24
2026-01-01 01:34:00+00:00,U1,1,2026-01-01 00:00:00+00:00,8.17
2026-01-01 01:35:00+00:00,U1,1,2026-01-01 00:00:00+00:00,9.69
2026-01-01 01:36:00+00:00,U1,1,2026-01-01 00:00:00+00:00,10.46
2026-01-01 01:37:00+00:00,U1,1,2026-01-01 00:00:00+00:00,10.92
2026-01-01 01:38:00+00:00,U1,1,2026-01-01 00:00:00+00:00,13.02
2026-01-01 01:39:00+00:00,U1,1,2026-01-01 00:00:00+00:00,14.09
2026-01-01 01:40:00+00:00,U1,1,2026-01-01 00:00:00+00:00,15.08
2026-01-01 01:41:00+00:00,U1,1,2026-01-01 00:00:00+00:00,15.88
2026-01-01 01:42:00+00:00,U1,1,2026-01-01 00:00:00+00:00,17.13
2026-01-01 01:43:00+00:00,U1,1,2026-01-01 00:00:00+00:00,18.69
2026-01-01 01:44:00+00:00,U1,1,2026-01-01 00:00:00+00:00,20.79
2026-01-01 01:45:00+00:00,U1,1,2026-01-01 00:00:00+00:00,18.25
2026-01-01 01:46:00+00:00,U1,1,2026-01-01 00:00:00+00:00,18.5
2026-01-01 01:47:00+00:00,U1,1,2026-01-01 00:00:00+00:00,15.77
2026-01-01 01:48:00+00:00,U1,1,2026-01-01 00:00:00+00:00,12.27
2026-01-01 01:49:00+00:00,U1,1,2026-01-01 00:00:00+00:00,10.5
2026-01-01 01:50:00+00:00,U1,1,2026-01-01 00:00:00+00:00,7.36
2026-01-01 01:51:00+00:00,U1,1,2026-01-01 00:00:00+00:00,5.13
2026-01-01 01:52:00+00:00,U1,1,2026-01-01 00:00:00+00:00,4.04
2026-01-01 01:53:00+00:00,U1,1,2026-01-01 00:00:00+00:00,3.5
2026-01-01 01:54:00+00:00,U1,1,2026-01-01 00:00:00+00:00,1.09
2026-01-01 01:55:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.0
2026-01-01 01:56:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.19
2026-01-01 01:57:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.83
2026-01-01 01:58:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.0
2026-01-01 01:59:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.0
2026-01-01 02:00:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.76
2026-01-01 02:01:00+00:00,U1,1,2026-01-01 00:00:00+00:00,2.17
2026-01-01 02:02:00+00:00,U1,1,2026-01-01 00:00:00+00:00,3.18
2026-01-01 02:03:00+00:00,U1,1,2026-01-01 00:00:00+00:00,4.32
2026-01-01 02:04:00+00:00,U1,1,2026-01-01 00:00:00+00:00,7.17
2026-01-01 02:05:00+00:00,U1,1,2026-01-01 00:00:00+00:00,8.31
2026-01-01 02:06:00+00:00,U1,1,2026-01-01 00:00:00+00:00,10.96
2026-01-01 02:07:00+00:00,U1,1,2026-01-01 00:00:00+00:00,12.43
2026-01-01 02:08:00+00:00,U1,1,2026-01-01 00:00:00+00:00,17.12
2026-01-01 02:09:00+00:00,U1,1,2026-01-01 00:00:00+00:00,18.81
2026-01-01 02:10:00+00:00,U1,1,2026-01-01 00:00:00+00:00,23.13
2026-01-01 02:11:00+00:00,U1,1,2026-01-01 00:00:00+00:00,24.79
2026-01-01 02:12:00+00:00,U1,1,2026-01-01 00:00:00+00:00,26.7
2026-01-01 02:13:00+00:00,U1,1,2026-01-01 00:00:00+00:00,31.95
2026-01-01 02:14:00+00:00,U1,1,2026-01-01 00:00:00+00:00,39.16
2026-01-01 02:15:00+00:00,U1,1,2026-01-01 00:00:00+00:00,38.45
2026-01-01 02:16:00+00:00,U1,1,2026-01-01 00:00:00+00:00,41.23
2026-01-01 02:17:00+00:00,U1,1,2026-01-01 00:00:00+00:00,45.33
2026-01-01 02:18:00+00:00,U1,1,2026-01-01 00:00:00+00:00,51.2
2026-01-01 02:19:00+00:00,U1,1,2026-01-01 00:00:00+00:00,56.58
2026-01-01 02:20:00+00:00,U1,1,2026-01-01 00:00:00+00:00,64.85
2026-01-01 02:21:00+00:00,U1,1,2026-01-01 00:00:00+00:00,73.37
2026-01-01 02:22:00+00:00,U1,1,2026-01-01 00:00:00+00:00,71.59
2026-01-01 02:23:00+00:00,U1,1,2026-01-01 00:00:00+00:00,76.29
2026-01-01 02:24:00+00:00,U1,1,2026-01-01 00:00:00+00:00,80.03
2026-01-01 02:25:00+00:00,U1,1,2026-01-01 00:00:00+00:00,89.16
2026-01-01 02:26:00+00:00,U1,1,2026-01-01 00:00:00+00:00,100.83
2026-01-01 02:27:00+00:00,U1,1,2026-01-01 00:00:00+00:00,109.71
2026-01-01 02:28:00+00:00,U1,1,2026-01-01 00:00:00+00:00,126.75
2026-01-01 02:29:00+00:00,U1,1,2026-01-01 00:00:00+00:00,144.4
2026-01-01 02:30:00+00:00,U1,1,2026-01-01 00:00:00+00:00,119.86
2026-01-01 02:31:00+00:00,U1,1,2026-01-01 00:00:00+00:00,115.81
2026-01-01 02:32:00+00:00,U1,1,2026-01-01 00:00:00+00:00,95.29
2026-01-01 02:33:00+00:00,U1,1,2026-01-01 00:00:00+00:00,96.0
2026-01-01 02:34:00+00:00,U1,1,2026-01-01 00:00:00+00:00,93.45
2026-01-01 02:35:00+00:00,U1,1,2026-01-01 00:00:00+00:00,86.94
2026-01-01 02:36:00+00:00,U1,1,2026-01-01 00:00:00+00:00,86.52
2026-01-01 02:37:00+00:00,U1,1,2026-01-01 00:00:00+00:00,77.29
2026-01-01 02:38:00+00:00,U1,1,2026-01-01 00:00:00+00:00,64.73
2026-01-01 02:39:00+00:00,U1,1,2026-01-01 00:00:00+00:00,60.26
2026-01-01 02:40:00+00:00,U1,1,2026-01-01 00:00:00+00:00,55.13
2026-01-01 02:41:00+00:00,U1,1,2026-01-01 00:00:00+00:00,55.01
2026-01-01 02:42:00+00:00,U1,1,2026-01-01 00:00:00+00:00,55.51
2026-01-01 02:43:00+00:00,U1,1,2026-01-01 00:00:00+00:00,51.01
2026-01-01 02:44:00+00:00,U1,1,2026-01-01 00:00:00+00:00,48.64
2026-01-01 02:45:00+00:00,U1,1,2026-01-01 00:00:00+00:00,42.8
2026-01-01 02:46:00+00:00,U1,1,2026-01-01 00:00:00+00:00,40.25
2026-01-01 02:47:00+00:00,U1,1,2026-01-01 00:00:00+00:00,30.79
2026-01-01 02:48:00+00:00,U1,1,2026-01-01 00:00:00+00:00,24.87
2026-01-01 02:49:00+00:00,U1,1,2026-01-01 00:00:00+00:00,22.3
2026-01-01 02:50:00+00:00,U1,1,2026-01-01 00:00:00+00:00,18.33
2026-01-01 02:51:00+00:00,U1,1,2026-01-01 00:00:00+00:00,12.47
2026-01-01 02:52:00+00:00,U1,1,2026-01-01 00:00:00+00:00,8.88
2026-01-01 02:53:00+00:00,U1,1,2026-01-01 00:00:00+00:00,7.38
2026-01-01 02:54:00+00:00,U1,1,2026-01-01 00:00:00+00:00,4.53
2026-01-01 02:55:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.56
2026-01-01 02:56:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.0
2026-01-01 02:57:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.62
2026-01-01 02:58:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.0
2026-01-01 02:59:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.02
2026-01-01 03:00:00+00:00,U1,1,2026-01-01 00:00:00+00:00,1.62
2026-01-01 03:01:00+00:00,U1,1,2026-01-01 00:00:00+00:00,1.67
2026-01-01 03:02:00+00:00,U1,1,2026-01-01 00:00:00+00:00,3.71
2026-01-01 03:03:00+00:00,U1,1,2026-01-01 00:00:00+00:00,6.17
2026-01-01 03:04:00+00:00,U1,1,2026-01-01 00:00:00+00:00,6.92
2026-01-01 03:05:00+00:00,U1,1,2026-01-01 00:00:00+00:00,8.69
2026-01-01 03:06:00+00:00,U1,1,2026-01-01 00:00:00+00:00,10.18
2026-01-01 03:07:00+00:00,U1,1,2026-01-01 00:00:00+00:00,12.68
2026-01-01 03:08:00+00:00,U1,1,2026-01-01 00:00:00+00:00,13.74
2026-01-01 03:09:00+00:00,U1,1,2026-01-01 00:00:00+00:00,14.42
2026-01-01 03:10:00+00:00,U1,1,2026-01-01 00:00:00+00:00,15.78
2026-01-01 03:11:00+00:00,U1,1,2026-01-01 00:00:00+00:00,16.29
2026-01-01 03:12:00+00:00,U1,1,2026-01-01 00:00:00+00:00,15.69
2026-01-01 03:13:00+00:00,U1,1,2026-01-01 00:00:00+00:00,18.44
2026-01-01 03:14:00+00:00,U1,1,2026-01-01 00:00:00+00:00,19.67
2026-01-01 03:15:00+00:00,U1,1,2026-01-01 00:00:00+00:00,15.81
2026-01-01 03:16:00+00:00,U1,1,2026-01-01 00:00:00+00:00,15.29
2026-01-01 03:17:00+00:00,U1,1,2026-01-01 00:00:00+00:00,12.04
2026-01-01 03:18:00+00:00,U1,1,2026-01-01 00:00:00+00:00,10.15
2026-01-01 03:19:00+00:00,U1,1,2026-01-01 00:00:00+00:00,8.67
2026-01-01 03:20:00+00:00,U1,1,2026-01-01 00:00:00+00:00,6.08
2026-01-01 03:21:00+00:00,U1,1,2026-01-01 00:00:00+00:00,4.29
2026-01-01 03:22:00+00:00,U1,1,2026-01-01 00:00:00+00:00,1.57
2026-01-01 03:23:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.0
2026-01-01 03:24:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.0
2026-01-01 03:25:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.24
2026-01-01 03:26:00+00:00,U1,1,2026-01-01 00:00:00+00:00,1.03
2026-01-01 03:27:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.0
2026-01-01 03:28:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.0
2026-01-01 03:29:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.0
2026-01-01 03:30:00+00:00,U1,1,2026-01-01 00:00:00+00:00,0.47
2026-01-01 03:31:00+00:00,U1,1,2026-01-01 00:00:00+00:00,1.68
2026-01-01 03:32:00+00:00,U1,1,2026-01-01 00:00:00+00:00,2.94
2026-01-01 03:33:00+00:00,U1,1,2026-01-01 00:00:00+00:00,6.14
2026-01-01 03:34:00+00:00,U1,1,2026-01-01 00:00:00+00:00,7.3
2026-01-01 03:35:00+00:00,U1,1,2026-01-01 00:00:00+00:00,8.48
2026-01-01 03:36:00+00:00,U1,1,2026-01-01 00:00:00+00:00,9.28
2026-01-01 03:37:00+00:00,U1,1,2026-01-01 00:00:00+00:00,13.6
2026-01-01 03:38:00+00:00,U1,1,2026-01-01 00:00:00+00:00,14.44
2026-01-01 03:39:00+00:00,U1,1,2026-01-01 00:00:00+00:00,17.21
2026-01-01 03:40:00+00:00,U1,1,2026-01-01 00:00:00+00:00,18.5
2026-01-01 03:41:00+00:00,U1,1,2026-01-01 00:00:00+00:00,21.83
2026-01-01 03:42:00+00:00,U1,1,2026-01-01 00:00:00+00:00,23.37
2026-01-01 03:43:00+00:00,U1,1,2026-01-01 00:00:00+00:00,28.17
2026-01-01 03:44:00+00:00,U1,1,2026-01-01 00:00:00+00:00,34.19
2026-01-01 03:45:00+00:00,U1,1,2026-01-01 00:00:00+00:00,36.8
2026-01-01 03:46:00+00:00,U1,1,2026-01-01 00:00:00+00:00,38.18
2026-01-01 03:47:00+00:00,U1,1,2026-01-01 00:00:00+00:00,39.35
2026-01-01 03:48:00+00:00,U1,1,2026-01-01 00:00:00+00:00,40.5
2026-01-01 03:49:00+00:00,U1,1,2026-01-01 00:00:00+00:00,41.04
2026-01-01 03:50:00+00:00,U1,1,2026-01-01 00:00:00+00:00,39.84
2026-01-01 03:51:00+00:00,U1,1,2026-01-01 00:00:00+00:00,44.83
2026-01-01 03:52:00+00:00,U1,1,2026-01-01 00:00:00+00:00,48.35
2026-01-01 03:53:00+00:00,U1,1,2026-01-01 00:00:00+00:00,50.23
2026-01-01 03:54:00+00:00,U1,1,2026-01-01 00:00:00+00:00,55.2
2026-01-01 03:55:00+00:00,U1,1,2026-01-01 00:00:00+00:00,61.29
2026-01-01 03:56:00+00:00,U1,1,2026-01-01 00:00:00+00:00,63.65
2026-01-01 03:57:00+00:00,U1,1,2026-01-01 00:00:00+00:00,64.41
2026-01-01 03:58:00+00:00,U1,1,2026-01-01 00:00:00+00:00,66.63
2026-01-01 03:59:00+00:00,U1,1,2026-01-01 00:00:00+00:00,73.83
2026-02-01 00:00:00+00:00,U1,2,2026-02-01 00:00:00+00:00,0.36
2026-02-01 00:01:00+00:00,U1,2,2026-02-01 00:00:00+00:00,2.29
2026-02-01 00:02:00+00:00,U1,2,2026-02-01 00:00:00+00:00,3.38
2026-02-01 00:03:00+00:00,U1,2,2026-02-01 00:00:00+00:00,3.95
2026-02-01 00:04:00+00:00,U1,2,2026-02-01 00:00:00+00:00,4.45
2026-02-01 00:05:00+00:00,U1,2,2026-02-01 00:00:00+00:00,6.65
2026-02-01 00:06:00+00:00,U1,2,2026-02-01 00:00:00+00:00,7.55
2026-02-01 00:07:00+00:00,U1,2,2026-02-01 00:00:00+00:00,10.25
2026-02-01 00:08:00+00:00,U1,2,2026-02-01 00:00:00+00:00,10.14
2026-02-01 00:09:00+00:00,U1,2,2026-02-01 00:00:00+00:00,10.87
2026-02-01 00:10:00+00:00,U1,2,2026-02-01 00:00:00+00:00,11.67
2026-02-01 00:11:00+00:00,U1,2,2026-02-01 00:00:00+00:00,13.98
2026-02-01 00:12:00+00:00,U1,2,2026-02-01 00:00:00+00:00,13.6
2026-02-01 00:13:00+00:00,U1,2,2026-02-01 00:00:00+00:00,14.94
2026-02-01 00:14:00+00:00,U1,2,2026-02-01 00:00:00+00:00,15.66
2026-02-01 00:15:00+00:00,U1,2,2026-02-01 00:00:00+00:00,13.62
2026-02-01 00:16:00+00:00,U1,2,2026-02-01 00:00:00+00:00,10.93
2026-02-01 00:17:00+00:00,U1,2,2026-02-01 00:00:00+00:00,8.82
2026-02-01 00:18:00+00:00,U1,2,2026-02-01 00:00:00+00:00,5.85
2026-02-01 00:19:00+00:00,U1,2,2026-02-01 00:00:00+00:00,3.12
2026-02-01 00:20:00+00:00,U1,2,2026-02-01 00:00:00+00:00,0.82
2026-02-01 00:21:00+00:00,U1,2,2026-02-01 00:00:00+00:00,0.01
2026-02-01 00:22:00+00:00,U1,2,2026-02-01 00:00:00+00:00,0.45
2026-02-01 00:23:00+00:00,U1,2,2026-02-01 00:00:00+00:00,0.05
2026-02-01 00:24:00+00:00,U1,2,2026-02-01 00:00:00+00:00,0.08
2026-02-01 00:25:00+00:00,U1,2,2026-02-01 00:00:00+00:00,0.28
2026-02-01 00:26:00+00:00,U1,2,2026-02-01 00:00:00+00:00,0.25
2026-02-01 00:27:00+00:00,U1,2,2026-02-01 00:00:00+00:00,0.62
2026-02-01 00:28:00+00:00,U1,2,2026-02-01 00:00:00+00:00,0.0
2026-02-01 00:29:00+00:00,U1,2,2026-02-01 00:00:00+00:00,0.2
2026-02-01 00:30:00+00:00,U1,2,2026-02-01 00:00:00+00:00,0.71
2026-02-01 00:31:00+00:00,U1,2,2026-02-01 00:00:00+00:00,1.97
2026-02-01 00:32:00+00:00,U1,2,2026-02-01 00:00:00+00:00,2.91
2026-02-01 00:33:00+00:00,U1,2,2026-02-01 00:00:00+00:00,3.15
2026-02-01 00:34:00+00:00,U1,2,2026-02-01 00:00:00+00:00,3.37
2026-02-01 00:35:00+00:00,U1,2,2026-02-01 00:00:00+00:00,7.53
2026-02-01 00:36:00+00:00,U1,2,2026-02-01 00:00:00+00:00,4.36
2026-02-01 00:37:00+00:00,U1,2,2026-02-01 00:00:00+00:00,8.41
2026-02-01 00:38:00+00:00,U1,2,2026-02-01 00:00:00+00:00,11.03
2026-02-01 00:39:00+00:00,U1,2,2026-02-01 00:00:00+00:00,8.23
2026-02-01 00:40:00+00:00,U1,2,2026-02-01 00:00:00+00:00,20.29
2026-02-01 00:41:00+00:00,U1,2,2026-02-01 00:00:00+00:00,10.61
2026-02-01 00:42:00+00:00,U1,2,2026-02-01 00:00:00+00:00,22.27
2026-02-01 00:43:00+00:00,U1,2,2026-02-01 00:00:00+00:00,18.44
2026-02-01 00:44:00+00:00,U1,2,2026-02-01 00:00:00+00:00,22.82
2026-02-01 00:45:00+00:00,U1,2,2026-02-01 00:00:00+00:00,18.72
2026-02-01 00:46:00+00:00,U1,2,2026-02-01 00:00:00+00:00,15.2
2026-02-01 00:47:00+00:00,U1,2,2026-02-01 00:00:00+00:00,21.7
2026-02-01 00:48:00+00:00,U1,2,2026-02-01 00:00:00+00:00,13.59
2026-02-01 00:49:00+00:00,U1,2,2026-02-01 00:00:00+00:00,33.5
2026-02-01 00:50:00+00:00,U1,2,2026-02-01 00:00:00+00:00,15.11
2026-02-01 00:51:00+00:00,U1,2,2026-02-01 00:00:00+00:00,32.32
2026-02-01 00:52:00+00:00,U1,2,2026-02-01 00:00:00+00:00,24.97
2026-02-01 00:53:00+00:00,U1,2,2026-02-01 00:00:00+00:00,24.97
2026-02-01 00:54:00+00:00,U1,2,2026-02-01 00:00:00+00:00,18.89
2026-02-01 00:55:00+00:00,U1,2,2026-02-01 00:00:00+00:00,42.37
2026-02-01 00:56:00+00:00,U1,2,2026-02-01 00:00:00+00:00,17.55
2026-02-01 00:57:00+00:00,U1,2,2026-02-01 00:00:00+00:00,40.1
2026-02-01 00:58:00+00:00,U1,2,2026-02-01 00:00:00+00:00,19.95
2026-02-01 00:59:00+00:00,U1,2,2026-02-01 00:00:00+00:00,27.94
2026-02-01 01:00:00+00:00,U1,2,2026-02-01 00:00:00+00:00,62.44
2026-02-01 01:01:00+00:00,U1,2,2026-02-01 00:00:00+00:00,62.11
2026-02-01 01:02:00+00:00,U1,2,2026-02-01 00:00:00+00:00,55.78
2026-02-01 01:03:00+00:00,U1,2,2026-02-01 00:00:00+00:00,56.38
2026-02-01 01:04:00+00:00,U1,2,2026-02-01 00:00:00+00:00,46.4
2026-02-01 01:05:00+00:00,U1,2,2026-02-01 00:00:00+00:00,45.73
2026-02-01 01:06:00+00:00,U1,2,2026-02-01 00:00:00+00:00,41.4
2026-02-01 01:07:00+00:00,U1,2,2026-02-01 00:00:00+00:00,36.12
2026-02-01 01:08:00+00:00,U1,2,2026-02-01 00:00:00+00:00,32.7
2026-02-01 01:09:00+00:00,U1,2,2026-02-01 00:00:00+00:00,35.17
2026-02-01 01:10:00+00:00,U1,2,2026-02-01 00:00:00+00:00,29.77
2026-02-01 01:11:00+00:00,U1,2,2026-02-01 00:00:00+00:00,30.91
2026-02-01 01:12:00+00:00,U1,2,2026-02-01 00:00:00+00:00,25.49
2026-02-01 01:13:00+00:00,U1,2,2026-02-01 00:00:00+00:00,21.96
2026-02-01 01:14:00+00:00,U1,2,2026-02-01 00:00:00+00:00,22.76
2026-02-01 01:15:00+00:00,U1,2,2026-02-01 00:00:00+00:00,18.11
2026-02-01 01:16:00+00:00,U1,2,2026-02-01 00:00:00+00:00,16.22
2026-02-01 01:17:00+00:00,U1,2,2026-02-01 00:00:00+00:00,12.46
2026-02-01 01:18:00+00:00,U1,2,2026-02-01 00:00:00+00:00,10.24
2026-02-01 01:19:00+00:00,U1,2,2026-02-01 00:00:00+00:00,7.69
2026-02-01 01:20:00+00:00,U1,2,2026-02-01 00:00:00+00:00,4.42
2026-02-01 01:21:00+00:00,U1,2,2026-02-01 00:00:00+00:00,1.84
2026-02-01 01:22:00+00:00,U1,2,2026-02-01 00:00:00+00:00,0.78
2026-02-01 01:23:00+00:00,U1,2,2026-02-01 00:00:00+00:00,0.0
